SOC,SOC Title,Statewide,Abilene,Amarillo,Austin-Round Rock,Beaumont-Port Arthur,Brownsville-Harlingen,College Station-Bryan,Corpus Christi,Dallas-Fort Worth-Arlington,El Paso,Houston-The Woodlands-Sugarland,Killeen-Temple,Laredo,Longview,Lubbock,McAllen-Edinburg-Mission,Midland,Odessa,San Angelo,San Antonio-New Braunfels,Sherman-Denison,Texarkana,Tyler,Victoria,waco,Wichita Falls
"    ""11-9131""",Postmasters and Mail Superintendents,68176,77515,0,79666,71063,0,0,77200,74486,0,73971,64447,0,70290,72584,75593,0,0,0,75814,71512,0,0,0,74243,0
"    ""11-9141""","Property, Real Estate, and Community Association Managers",36512,0,0,0,27235,17815,33431,32618,37275,31527,49039,35241,0,23423,39040,0,39722,24607,30170,26681,40301,36204,36986,32463,34097,19032
"    ""11-9151""",Social and Community Service Managers,46364,45557,48056,50456,24830,47196,46157,51065,47586,43492,43970,41052,54922,42633,38807,51089,52846,36052,41576,50950,49591,41909,48731,41518,47872,40059
"    ""11-9161""",Emergency Management Directors,54679,0,0,66008,50319,0,0,46679,64226,54739,63981,0,0,0,0,44630,0,0,0,48870,0,0,0,0,51302,0
"    ""11-9171""",Funeral Home Managers,42037,0,0,0,0,0,0,0,0,0,0,47123,0,0,0,0,0,0,0,0,0,0,0,0,0,38480
"    ""11-9198""","Personal Svc Mgrs, AO; Entertainment & Rec Mgrs, Ex Gambling; & Mgrs, AO",81733,53166,66751,81781,68606,84653,67251,69930,87087,91008,82665,71877,97130,74591,58612,82848,63615,51844,60414,81204,66958,57457,42777,62288,79470,43684
"    ""13-0000""",Business and Financial Operations Occupations,46997,38270,39623,47213,42658,37573,39805,42425,49739,37012,48975,41528,36297,40173,38808,36899,48235,43523,36973,47102,34234,38380,38678,43098,40446,39464
"    ""13-1011""","Agents and Business Managers of Artists, Performers, and Athletes",40376,0,0,42181,0,0,0,0,0,0,56095,0,0,0,0,0,0,0,0,27793,0,0,0,0,0,0
"    ""13-1020""",Buyers and Purchasing Agents,43902,33543,43030,43701,42352,30956,38112,28458,49977,29088,45502,40599,32205,38576,38536,32734,48935,39525,39076,45303,36173,37228,38673,37980,33380,31539
"    ""13-1031""","Claims Adjusters, Examiners, and Investigators",45357,0,36734,39952,0,0,0,38475,46632,43160,49875,39194,59587,0,46206,0,0,59538,34239,47855,62514,67798,50731,0,47892,39320
"    ""13-1032""","Insurance Appraisers, Auto Damage",53126,0,0,0,0,0,0,0,52754,0,48406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""13-1041""",Compliance Officers,45943,40526,39723,43087,43854,45071,45631,36315,46774,51038,53302,42516,42343,38673,43138,42728,46276,37680,45296,44450,45077,38322,41330,40151,45738,54583
"    ""13-1051""",Cost Estimators,46363,38946,39174,51889,55723,36096,44398,45000,45461,28239,52190,38528,45254,45909,43672,33200,54649,40275,36759,43207,37503,35907,36434,44251,41036,44026
"    ""13-1071""",Human Resources Specialists,43417,35937,42119,47719,36770,30529,43525,38858,46384,31479,46212,39168,28326,38180,37851,33485,40796,38358,37482,47244,33047,40352,35041,37754,37538,32664
"    ""13-1075""",Labor Relations Specialists,22318,0,0,21696,75579,22463,0,52561,18211,41691,20249,45012,0,0,0,0,0,0,0,53268,0,0,17712,0,43275,0
"    ""13-1081""",Logisticians,50540,58586,48692,43457,59406,49286,45109,60858,49904,49987,52234,56907,36247,41326,53307,43454,50504,52719,58313,59244,54125,41719,38760,59050,52031,48574
"    ""13-1111""",Management Analysts,63275,50417,38444,64052,71352,35161,56725,63902,65672,56186,64674,55921,42777,61227,39865,54135,63559,53218,53212,58366,53233,29404,41906,90311,52621,48653
"    ""13-1121""","Meeting, Convention, and Event Planners",31547,29235,26407,32933,29512,33454,35346,26160,33889,22117,34367,34929,26790,23076,28090,17635,34423,36251,32873,30408,17419,0,30506,0,0,28082
"    ""13-1131""",Fundraisers,40378,22557,34597,41346,37001,45360,37478,39623,43171,29087,48386,49836,0,0,37211,52307,41367,43119,0,33748,0,0,37964,0,0,22133
"    ""13-1141""","Compensation, Benefits, and Job Analysis Specialists",46126,0,35119,44986,39467,41153,43510,43311,49232,35897,49974,41767,36183,40899,31436,38619,50063,0,41196,43887,0,0,40911,0,40488,40998
"    ""13-1151""",Training and Development Specialists,39055,27976,34944,38684,40330,33947,35567,30598,45216,29646,39710,38114,39436,37076,22601,36509,41692,45617,23140,39647,33224,26766,28461,40495,39358,40873
"    ""13-1161""",Market Research Analysts and Marketing Specialists,43357,32462,31268,47098,40614,29398,37554,37208,47819,31771,40233,37982,32926,33093,30104,37331,36824,40666,17499,39674,34270,33278,36097,22056,31429,38794
"    ""13-1198""","Project Management Specs & Business Operations Specs, AO",50228,45342,46369,51847,43174,45951,43459,50413,55204,38820,50726,51775,26585,43283,41561,40968,46365,42454,48405,49284,38567,50963,37282,46812,41650,40534
"    ""13-2011""",Accountants and Auditors,51041,41270,44144,52140,51222,38114,39037,51637,53734,42299,53898,43590,40589,50986,44737,42107,54568,51255,42233,48698,49193,39240,49473,58028,48489,46200
"    ""13-2020""",Property Appraisers and Assessors,39512,50934,45346,44250,40062,0,33098,45577,43312,38017,46027,32033,47042,39422,35619,37159,51316,40413,41595,44622,0,0,47052,40175,36703,39772
"    ""13-2031""",Budget Analysts,53685,53213,40547,55943,56446,47851,49036,51346,54081,50261,58079,56955,39966,51748,42201,49675,0,57676,0,55383,0,49546,54174,0,42919,56607
"    ""13-2041""",Credit Analysts,47397,0,43158,45804,40881,0,51963,46712,49227,44608,50500,33647,38389,46017,44737,45685,56264,0,0,45618,0,0,36821,0,38950,49469
"    ""13-2052""",Personal Financial Advisors,51626,62426,55619,47253,49968,0,33146,48545,51375,73543,55198,51067,0,54729,51092,50071,59280,0,0,51379,0,52183,77727,58480,54497,0
"    ""13-2053""",Insurance Underwriters,49447,0,0,55222,0,0,0,0,52203,46536,44957,35962,0,0,0,47045,0,0,0,43266,0,0,53220,0,41165,0
"    ""13-2061""",Financial Examiners,51021,0,35468,50382,44090,0,49487,0,53490,0,61269,34116,0,44867,53889,40186,46069,0,0,57441,36342,53354,42354,0,58307,0
"    ""13-2071""",Credit Counselors,30525,29518,28366,33549,26994,36448,36275,30884,30896,28101,31437,25560,27446,26572,27814,29643,0,0,37930,31924,0,0,0,0,34999,0
"    ""13-2072""",Loan Officers,40485,38331,42579,45956,45190,39753,57336,38507,39639,36818,40348,46429,43739,33570,47712,32819,45584,42810,43089,43056,33556,36423,49871,43567,46109,44997
"    ""13-2081""","Tax Examiners and Collectors, and Revenue Agents",37026,0,48063,35949,0,38018,0,42046,56826,35633,48740,0,33868,0,0,34367,0,0,0,51147,0,0,0,0,37785,0
"    ""13-2082""",Tax Preparers,25227,45140,0,0,36658,0,50018,28233,0,20782,0,17419,0,0,0,27264,0,0,29555,35060,17419,21044,0,0,22957,33813
"    ""13-2098""","Fin & Investment Analysts, Fin Risk Specs, & Fin Specs, AO",52647,38077,39369,54898,33022,40078,42725,31939,55350,45067,57360,46034,37685,38120,40556,37735,52476,55086,48794,50582,28314,27826,40310,34839,43523,57412
"    ""15-0000""",Computer and Mathematical Occupations,52503,38357,40281,53147,41626,32723,42997,38655,57126,36973,53794,45401,32346,40951,38368,34640,0,40841,40138,50187,42032,38121,39101,36280,34695,0
"    ""15-1211""",Computer Systems Analysts,64588,43657,60249,58917,62210,44845,54489,63601,67481,56169,75679,41056,52137,56773,52955,49261,0,55638,51526,64214,52183,41862,47950,65022,50116,45077
"    ""15-1212""",Information Security Analysts,74752,68865,62175,70547,0,0,62898,57553,80716,61015,78221,57542,0,47331,71620,59971,68195,68797,22160,66069,0,0,66850,0,40228,65018
"    ""15-1221""",Computer and Information Research Scientists,86901,0,0,80865,0,0,0,0,93575,0,92001,0,0,0,0,0,0,0,0,85454,0,0,0,0,0,0
"    ""15-1231""",Computer Network Support Specialists,46517,35037,39299,42029,46956,41556,44125,33866,57215,41736,50192,48301,39570,40867,42928,36397,49965,43488,43707,42308,42231,33295,36715,0,43173,36452
"    ""15-1232""",Computer User Support Specialists,31700,31363,33424,35766,29955,26622,30252,31929,33248,26819,28554,33637,23299,33278,31004,30133,33078,28802,28795,32984,32766,31279,25665,30943,23165,34188
"    ""15-1241""",Computer Network Architects,77831,0,65091,75798,77507,0,61185,0,82019,87404,77271,64828,0,59025,58914,72449,66111,73023,0,76447,0,0,63306,0,43546,48490
"    ""15-1244""",Network and Computer Systems Administrators,59322,50211,60284,57656,51332,38590,52269,40380,64118,50285,64950,55242,46049,49205,53466,49743,57474,57353,45624,58234,56771,54231,54100,55384,54758,49723
"    ""15-1245""",Database Administrators and Architects,70121,54907,53739,71145,57980,33309,64727,62448,73056,46750,66066,55512,48251,53789,54142,55411,68498,53930,71602,77789,52597,0,64648,0,60000,0
"    ""15-1251""",Computer Programmers,62403,51629,63797,50656,51667,53552,49349,48268,67060,48171,73516,70762,52568,41968,47824,56309,71112,39575,63461,56856,0,0,56519,67225,47714,58055
"    ""15-1256""",Software Developers and Software Quality Assurance Analysts and Testers,74471,56393,41989,72372,60673,47785,60143,67013,76897,60289,75803,64688,44460,64829,50184,52225,80068,66591,73439,74163,68301,70089,68485,38494,63415,0
"    ""15-1257""",Web Developers and Digital Interface Designers,46297,40686,27537,55328,40655,40807,47151,20048,47372,39661,45627,33325,31705,24574,28212,28065,0,28905,45223,44668,0,0,36244,0,40452,43139
"    ""15-1299""","Computer Occupations, All Other",53330,27876,42773,50569,34496,40351,42735,42683,58179,43388,52151,50391,34567,34243,39881,41015,59893,68198,51551,63060,37189,0,48689,0,47659,62812
"    ""15-2011""",Actuaries,77721,0,0,70289,0,0,0,0,83817,0,75189,0,0,0,0,0,0,0,0,84262,0,0,0,0,0,0
"    ""15-2021""",Mathematicians,43092,0,0,0,0,0,0,0,21164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""15-2031""",Operations Research Analysts,53639,0,60348,52013,0,0,43895,49482,55875,41105,54364,69359,49734,63375,44495,35084,56165,0,0,53513,0,0,0,0,42641,0
"    ""15-2041""",Statisticians,55903,0,0,54571,0,48569,29180,0,69385,77624,53784,0,0,0,0,0,0,0,0,49380,36362,0,0,0,0,0
"    ""15-2098""","Data Scientists and Mathematical Science Occupations, All Other",71954,0,0,77949,0,0,0,0,72566,70827,76947,67376,0,0,0,0,0,0,0,62967,0,0,0,0,0,0
"    ""17-0000""",Architecture and Engineering Occupations,47669,43135,45735,51111,52372,33278,23601,46068,51016,37336,50925,45581,32151,41846,35237,33300,46546,49736,0,46534,46737,38153,37446,55856,46771,0
"    ""17-1011""","Architects, Except Landscape and Naval",50663,51120,50563,48248,0,0,37706,69026,49037,49874,60536,57858,0,0,51688,52743,27725,0,0,44216,0,0,56990,0,17112,56501
"    ""17-1012""",Landscape Architects,41957,0,48702,43978,0,0,0,0,35340,0,51426,0,0,0,0,0,0,0,0,55006,0,0,0,0,0,0
"    ""17-1021""",Cartographers and Photogrammetrists,45616,0,0,46299,41703,35768,0,44047,54501,36027,41651,54954,0,43754,50467,0,54381,0,0,46432,0,0,51478,0,0,0
"    ""17-1022""",Surveyors,40342,41542,28826,44427,38091,41120,45927,33587,41983,39495,41304,32419,45885,29916,43989,24875,46739,0,0,43629,36833,33580,45234,0,0,0
"    ""17-2011""",Aerospace Engineers,87130,0,0,83753,0,0,46729,75939,87201,0,98474,0,0,0,0,0,0,0,0,83935,0,0,0,0,88277,0
"    ""17-2021""",Agricultural Engineers,46472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""17-2031""",Bioengineers and Biomedical Engineers,45915,0,0,62990,0,0,24392,0,53996,0,65510,0,0,0,0,0,0,0,0,60738,0,0,0,0,0,0
"    ""17-2041""",Chemical Engineers,87209,0,0,69612,95598,0,48006,89352,72706,0,95332,0,0,0,0,0,103701,0,0,0,0,0,79005,0,80348,0
"    ""17-2051""",Civil Engineers,55683,52211,51865,58605,54071,49575,29152,54415,58736,49617,58968,59950,54540,49089,40537,50535,54455,56671,50849,58968,54171,54747,49595,46928,48872,39305
"    ""17-2061""",Computer Hardware Engineers,70819,0,0,75187,0,0,22691,0,76338,0,69390,0,0,0,0,0,0,0,0,73083,0,0,0,0,0,0
"    ""17-2071""",Electrical Engineers,72273,74479,72293,75722,75237,65552,22165,80544,72916,63030,81261,87535,71841,69221,51022,67756,62517,71380,0,67709,0,76738,66413,0,62259,77771
"    ""17-2072""","Electronics Engineers, Except Computer",79927,0,93978,87544,0,0,22567,63300,85531,74955,77836,74720,0,0,70683,0,69948,65853,0,63979,0,0,77223,0,75590,0
"    ""17-2081""",Environmental Engineers,66928,0,72293,45063,81982,0,17304,79480,80604,65624,72231,57968,0,49668,0,48329,65383,0,0,82408,0,0,0,0,61851,0
"    ""17-2111""","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",67139,0,83319,69701,83629,0,49403,62739,67563,79334,69592,0,0,73186,0,50754,53948,99583,0,78069,0,0,0,0,77550,0
"    ""17-2112""",Industrial Engineers,65339,66566,69654,70855,74328,64451,45228,66315,65196,61742,71594,59531,51889,59445,51066,54254,78654,59542,72158,61363,61054,49370,0,72917,63498,64808
"    ""17-2121""",Marine Engineers and Naval Architects,62832,0,0,0,50631,0,0,0,0,0,61408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""17-2131""",Materials Engineers,67452,0,0,65255,61797,0,46150,77768,66210,47311,79347,0,0,74273,0,0,0,0,0,72484,0,0,0,0,88446,0
"    ""17-2141""",Mechanical Engineers,65978,67923,70956,68759,76651,48640,21282,75502,68407,44629,68676,58351,0,62974,54954,60912,78857,71048,78658,64369,51796,65854,0,76887,66434,63036
"    ""17-2151""","Mining and Geological Engineers, Including Mining Safety Engineers",50182,0,0,53341,0,0,0,0,68534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""17-2161""",Nuclear Engineers,35907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""17-2171""",Petroleum Engineers,96835,0,0,89424,118542,0,0,0,0,0,106588,0,0,69468,0,80578,58436,70356,103571,87638,0,0,66836,61378,0,93675
"    ""17-2199""","Engineers, All Other",73147,0,73695,64046,88120,0,43455,52877,73941,78427,84661,92586,0,75806,21728,96443,98729,75137,0,77147,65727,85216,0,70830,71384,79458
"    ""17-3011""",Architectural and Civil Drafters,37274,29320,34154,38584,44263,24661,30368,44189,38149,27701,38703,39215,33221,29042,26394,29380,32201,35550,42399,39203,33417,0,32253,44833,30232,41686
"    ""17-3012""",Electrical and Electronics Drafters,38607,55885,33189,36873,0,0,33099,0,38462,25328,41360,0,0,0,39440,35151,44495,0,0,39897,0,0,0,0,53899,0
"    ""17-3013""",Mechanical Drafters,39183,35879,43356,38708,38122,32729,35525,0,39353,28340,41362,33051,0,42184,17112,26849,30432,46856,0,42644,44691,31644,35229,0,39796,34437
"    ""17-3019""","Drafters, All Other",31947,0,0,32628,35209,0,0,0,37477,24159,32660,34315,0,0,0,17139,0,0,0,25991,0,0,29715,0,0,0
"    ""17-3021""",Aerospace Engineering and Operations Technologists and Technicians,47298,0,0,49611,0,0,0,0,51163,0,71487,0,0,0,0,0,0,0,0,51719,0,0,0,0,58167,0
"    ""17-3022""",Civil Engineering Technologists and Technicians,33913,36518,0,39658,31482,30600,27575,35091,34241,26773,33282,34654,32552,35083,34914,35965,43427,35152,33704,37252,32423,34878,36094,34437,34367,35010
"    ""17-3023""",Electrical and Electronic Engineering Technologists and Technicians,47103,61687,58828,51988,57261,39469,36028,50816,45069,41327,47886,59063,19422,45747,35775,58490,55250,52173,49602,47108,56632,0,34950,0,56007,70698
"    ""17-3024""",Electro-Mechanical and Mechatronics Technologists and Technicians,38253,0,0,37955,0,0,34348,0,36477,0,42176,0,0,30624,0,0,51130,0,0,38397,0,0,0,0,0,0
"    ""17-3025""",Environmental Engineering Technologists and Technicians,34067,0,0,36303,34541,0,0,30394,33562,28804,37885,0,0,0,0,32567,32911,0,0,33083,0,0,0,0,0,0
"    ""17-3026""",Industrial Engineering Technologists and Technicians,38817,0,0,34308,42130,0,35156,0,47196,41574,35912,45363,0,42536,36073,0,35472,57392,0,39007,0,0,0,58481,41143,35527
"    ""17-3027""",Mechanical Engineering Technologists and Technicians,38027,0,0,33140,49771,0,33857,0,36757,39494,41273,48795,0,47045,0,0,50469,0,0,37666,0,0,41185,0,46175,30412
"    ""17-3031""",Surveying and Mapping Technicians,30670,22788,22943,30716,29302,19878,24765,30659,32899,25420,32080,31356,24439,27051,28376,25083,28878,30633,0,28000,28173,23098,27307,0,29069,32651
"    ""17-3098""","Calibration Technols & Techs & Engrng Technols & Techs, Ex Drafters, AO",35135,0,32969,44602,46188,0,22135,35107,43156,38192,31894,0,0,35300,29762,32069,40651,35207,49598,38019,0,36267,37308,0,35439,55965
"    ""19-0000""","Life, Physical, and Social Science Occupations",38912,38133,33901,41073,42454,33074,27661,35023,39149,34342,42779,39808,30637,39483,32661,36628,32005,34490,23955,45944,39430,41948,35881,44276,39795,36092
"    ""19-1011""",Animal Scientists,33382,0,0,0,0,0,35038,0,35191,0,0,0,0,0,31731,0,0,0,0,0,0,0,0,0,0,0
"    ""19-1012""",Food Scientists and Technologists,46966,0,0,36939,0,0,0,0,50790,0,48238,0,0,0,43490,0,0,0,0,50948,0,0,0,0,0,0
"    ""19-1013""",Soil and Plant Scientists,28461,0,17304,0,0,0,0,0,54802,0,45166,0,0,0,38250,0,0,0,0,0,0,0,0,0,0,0
"    ""19-1021""",Biochemists and Biophysicists,49999,0,0,46096,0,0,44727,0,62274,0,53751,0,0,0,0,0,0,0,0,55023,0,0,0,0,0,0
"    ""19-1022""",Microbiologists,42216,0,0,42296,0,0,0,0,45937,0,42408,0,0,0,0,17761,0,0,0,49739,0,0,0,0,0,0
"    ""19-1023""",Zoologists and Wildlife Biologists,36674,0,0,40638,0,0,17304,0,57226,0,62402,0,0,0,0,0,0,0,0,42233,0,0,0,0,0,0
"    ""19-1029""","Biological Scientists, All Other",56767,0,0,61856,71175,0,39454,63967,58345,0,64814,0,0,0,0,51506,0,0,0,55666,0,0,0,0,0,0
"    ""19-1031""",Conservation Scientists,41226,0,40714,41928,39383,43400,35951,42273,43381,43209,37650,47791,38770,0,40560,0,39614,0,0,0,0,0,0,0,40532,0
"    ""19-1032""",Foresters,53195,0,0,50600,0,0,0,0,59252,0,51286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-1041""",Epidemiologists,52143,0,0,52133,0,0,0,0,56215,39038,52023,48760,0,0,0,0,0,0,0,56737,0,0,0,0,0,0
"    ""19-1042""","Medical Scientists, Except Epidemiologists",47946,0,0,50333,0,0,46538,0,50376,42819,46550,45338,0,0,0,45263,0,0,0,49667,0,0,0,0,0,0
"    ""19-1099""","Life Scientists, All Other",19265,0,0,68161,0,0,44635,0,55099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-2011""",Astronomers,61025,0,0,0,0,0,0,0,0,0,82888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-2012""",Physicists,53519,0,0,54551,0,0,0,0,82788,0,69701,0,0,0,0,0,0,0,0,78406,0,0,0,0,0,0
"    ""19-2021""",Atmospheric and Space Scientists,63386,0,0,70776,0,0,46560,58291,69447,0,61779,0,0,0,54260,0,0,0,0,79641,0,0,0,0,0,0
"    ""19-2031""",Chemists,49525,0,0,45752,72313,0,40668,77165,47630,47407,56382,0,0,49063,41116,0,36988,45892,0,52864,0,49491,0,0,0,0
"    ""19-2032""",Materials Scientists,31078,0,0,65561,0,0,0,0,54860,0,57862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-2041""","Environmental Scientists and Specialists, Including Health",52291,0,0,53537,61814,0,37449,58446,53583,67038,51870,54979,0,43875,45168,39291,52928,56900,47841,0,0,59437,44165,0,0,0
"    ""19-2042""","Geoscientists, Except Hydrologists and Geographers",81404,70098,59170,58772,0,0,46080,0,0,0,103328,0,0,40870,49119,0,81075,73702,0,62932,0,0,77076,0,0,74707
"    ""19-2043""",Hydrologists,55630,0,0,49966,0,0,0,0,57537,0,73430,0,0,0,0,0,0,0,0,70315,0,0,0,0,0,0
"    ""19-2099""","Physical Scientists, All Other",35902,65769,38659,54450,0,0,26613,43191,0,53018,54327,0,0,0,45578,41459,0,0,0,65550,0,0,0,0,0,0
"    ""19-3011""",Economists,54353,0,0,45611,0,0,35580,0,67295,0,65930,0,0,0,0,0,0,0,0,82783,0,0,0,0,0,0
"    ""19-3022""",Survey Researchers,35906,0,0,0,0,0,0,0,35681,0,0,0,0,0,0,0,0,0,0,30935,0,0,0,0,0,0
"    ""19-3031""","Clinical, Counseling, and School Psychologists",49246,43161,50690,43406,53955,55378,38582,47388,55170,0,50586,50232,54410,50067,33722,56584,55944,0,48844,55229,58525,53999,42342,48518,46563,39741
"    ""19-3032""",Industrial-Organizational Psychologists,46037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3039""","Psychologists, All Other",66551,0,0,0,0,0,0,0,45676,0,67325,0,0,0,0,0,0,0,0,68394,0,0,0,0,0,0
"    ""19-3041""",Sociologists,46827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3051""",Urban and Regional Planners,49034,47240,49335,43461,51166,41761,56203,47887,54701,44292,54234,49804,45872,0,31780,35217,0,0,0,51625,0,0,0,0,55763,0
"    ""19-3091""",Anthropologists and Archeologists,50458,0,0,46800,0,0,0,0,63125,0,61719,0,0,0,0,0,0,0,0,44528,0,0,0,0,0,0
